"id","course_id","quarter","start_time","end_time","monday","tuesday","wednesday","thursday","friday","location","primary_instructor_id","primary_instructor_name","instructors"
"b5cb31fb-b5a7-4dae-957b-1ecf89adc410","224671","winter","12:00:00 PM","1:20:00 PM","False","True","False","True","False","Gates B3","caiwei","Wei Cai","[""lewa"", ""caiwei"", ""vicmau""]"
"2522597b-24a0-4333-b884-eb468dec285c","103440","winter","12:00:00 PM","1:20:00 PM","False","True","False","True","False","Hewlett Teaching Center 201","jacobson","Mark Jacobson","[""pcharles"", ""jacobson""]"
"93a0c32c-38e0-40e1-82c4-cc6fede1983d","204021","spring","8:00:00 AM","3:00:00 PM","False","False","True","False","False","AGASSIZ 10 (Hopkins)","elahi","Robin Elahi","[""elahi"", ""cmtillma""]"
"3175d93a-e116-47b5-a147-8373038bcb88","224344","spring","9:00:00 AM","10:20:00 AM","False","True","False","True","False","Ceras 300","jweinst","Jeremy Weinstein","[""mnobles"", ""syytang"", ""jwu19"", ""syamaya"", ""bwhill"", ""jweinst""]"
"ae8001f6-8ce6-4b45-b7be-5fcc8de4d495","205538","fall","10:30:00 AM","11:20:00 AM","True","False","True","False","True","200-203","msommer","Matthew Sommer","[""tomoting"", ""ssalessi"", ""msommer""]"
"616be116-f300-45af-8520-f9ee87a8bddf","202389","winter","10:30:00 AM","11:50:00 AM","False","True","False","True","False","540-108","gwshin","Gi-Wook Shin","[""gwshin""]"
"8a2040b6-ef12-4bdf-ae70-4447450e92d8","125309","spring","3:00:00 PM","4:50:00 PM","False","True","False","True","False","Pigott Theatre","mjrau","Michael Rau","[""tsj2110"", ""mjrau""]"
"82a2e31a-2c40-401e-bbb8-45640967a252","219375","spring","10:30:00 AM","11:50:00 AM","False","True","False","True","False","STLC 111","wkhalfan","Waheeda Khalfan","[""feldmanj"", ""wkhalfan""]"
"98630521-ca0d-4584-91fe-3b2aa4de1922","207979","spring","10:00:00 AM","11:20:00 AM","False","True","False","True","False","Departmental Room","jdegen","Judith Degen","[""wsclapp"", ""jdegen""]"
"50091967-3233-4bcb-8aca-f5e861bedd3e","202354","summer","8:30:00 AM","10:20:00 AM","False","True","True","True","False","Hewlett Teaching Center 201","lehung","Hung Le","[""lehung"", ""kcasey2""]"
"89e96f2e-d5e9-4e38-90f7-e9f8e1095003","210221","spring","4:30:00 PM","6:20:00 PM","False","True","False","True","False","540-108","mlepech","Michael Lepech","[""mlepech""]"
